path,case,platform,gen,label,xception_fold1,xception_fold2,xception_fold3,xception_fold4,xception_fold5,convnext_fold1,convnext_fold2,convnext_fold3,convnext_fold4,convnext_fold5,swin_fold1,swin_fold2,swin_fold3,swin_fold4,swin_fold5,r3d_fold1,r3d_fold2,r3d_fold3,r3d_fold4,r3d_fold5,r2plus1d_fold1,r2plus1d_fold2,r2plus1d_fold3,r2plus1d_fold4,r2plus1d_fold5,videomae_fold1,videomae_fold2,videomae_fold3,videomae_fold4,videomae_fold5
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_008.mp4,case1_original,kakao_high,runway,1,0.34111592,0.4426478,0.26497605,0.4369223,0.36948568,0.19079942,0.91975075,0.55664057,0.80018497,0.3130259,0.7454447,0.88483775,0.8750948,0.49353063,0.85250616,0.9999927,0.9491535,0.9964688,0.9959299,0.9996402,0.9966234,0.99600047,0.99888176,0.9890131,0.99955136,0.96329963,0.98628414,0.94417685,0.99140584,0.96879715
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_009.mp4,case1_original,kakao_high,runway,1,0.4484414,0.52319956,0.4728204,0.43696737,0.46255648,0.19038513,0.95150405,0.7889086,0.86652833,0.34199443,0.6854233,0.9911698,0.9801293,0.982031,0.985129,0.9999591,0.9130583,0.98154205,0.9794133,0.9921233,0.9944343,0.9956262,0.9977083,0.98935777,0.9991959,0.9397477,0.96323055,0.92324704,0.99393785,0.96560895
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_010.mp4,case1_original,kakao_high,runway,1,0.16391331,0.27899283,0.17845424,0.24445318,0.2548797,0.1888844,0.41056794,0.66290563,0.26889345,0.14688088,0.79865825,0.44031885,0.4314644,0.43098536,0.7401391,0.9999846,0.90582335,0.98389363,0.97933435,0.99619776,0.9948403,0.99381906,0.99797314,0.96644217,0.9989329,0.9240048,0.9822196,0.9221325,0.9908744,0.9579516
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_011.mp4,case1_original,kakao_high,runway,1,0.31038076,0.3198645,0.17405902,0.24953866,0.10999224,0.19364248,0.89506495,0.7837403,0.4659864,0.20331179,0.6184924,0.8288696,0.42895088,0.19586311,0.81242126,0.99998724,0.9527942,0.9899087,0.9838627,0.999159,0.9906419,0.99637836,0.99942636,0.90958625,0.99762183,0.95699733,0.9723885,0.9521755,0.98410887,0.9594972
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_012.mp4,case1_original,kakao_high,runway,1,0.21712996,0.47900862,0.21688105,0.37347582,0.25004193,0.19590156,0.9801293,0.7722732,0.88308483,0.21272224,0.8655085,0.8888553,0.8577532,0.41877124,0.9697854,0.99999845,0.9734938,0.996852,0.9928924,0.99947566,0.996123,0.9988752,0.99994934,0.9880504,0.99882597,0.96073127,0.9783226,0.9473323,0.995008,0.9123972
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_013.mp4,case1_original,kakao_high,runway,1,0.36356214,0.35641867,0.25884083,0.35639066,0.18668744,0.19958088,0.63307005,0.7539199,0.64573455,0.2971639,0.22000709,0.5342101,0.24041356,0.24666941,0.66137636,0.99996674,0.967256,0.99240804,0.9875683,0.99709916,0.9893885,0.9992778,0.9997464,0.9693822,0.9989617,0.95643115,0.96312666,0.9341553,0.99219924,0.9503189
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_014.mp4,case1_original,kakao_high,runway,1,0.47126126,0.39764598,0.32123372,0.5192166,0.2004794,0.19636348,0.91383046,0.8834875,0.92069167,0.37277812,0.5757371,0.91946197,0.9599126,0.8698252,0.79609436,0.99998367,0.95226437,0.99225944,0.99371004,0.9973061,0.99242276,0.99827254,0.999941,0.97520185,0.99800056,0.9137535,0.97953105,0.9046505,0.9904591,0.971564
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_015.mp4,case1_original,kakao_high,runway,1,0.3759928,0.34235165,0.19299525,0.40587547,0.3522575,0.1928812,0.9261035,0.61126596,0.7187918,0.3680933,0.20454043,0.8893848,0.21027938,0.2987982,0.64097303,0.9539661,0.8230441,0.9983865,0.93349147,0.8307315,0.9455002,0.8753081,0.98235554,0.9429286,0.7902573,0.7954198,0.9120844,0.7162682,0.93941504,0.9172285
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_016.mp4,case1_original,kakao_high,runway,1,0.3485897,0.44553706,0.33260843,0.33584076,0.3858663,0.18854798,0.87514824,0.24013224,0.38201898,0.3259227,0.087720014,0.121320926,0.004223366,0.08921626,0.012527933,0.9716717,0.9009663,0.9854124,0.7834919,0.991339,0.96891505,0.9119669,0.82460326,0.87557435,0.93683624,0.8689937,0.9284088,0.9255671,0.98752034,0.9005298
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_017.mp4,case1_original,kakao_high,runway,1,0.40807402,0.30440342,0.36871818,0.33780402,0.2640736,0.18308188,0.61508787,0.7366848,0.5857233,0.20001023,0.15671696,0.34885967,0.12825193,0.4142915,0.33928013,0.89199936,0.8846884,0.97622,0.84234506,0.9634031,0.9231778,0.9734938,0.90295243,0.7102265,0.9528162,0.30290633,0.85806566,0.9241418,0.9901211,0.7937462
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_018.mp4,case1_original,kakao_high,runway,1,0.35843727,0.28373176,0.2875677,0.39598057,0.32460997,0.19915219,0.78992325,0.84664106,0.9509604,0.35543925,0.30455852,0.37983838,0.26369417,0.5150559,0.5830624,0.8498466,0.9201462,0.9831822,0.9689445,0.96814114,0.9675638,0.99613816,0.98046875,0.9534488,0.98571813,0.031678624,0.5890074,0.4771278,0.98067343,0.858244
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_019.mp4,case1_original,kakao_high,runway,1,0.24935582,0.3285833,0.26922956,0.4025536,0.2209722,0.1924255,0.8597227,0.69951105,0.9186994,0.3067866,0.11191885,0.16579561,0.023286305,0.21569127,0.085327424,0.9259697,0.8781577,0.9988305,0.89460546,0.85158294,0.98582757,0.85452086,0.89724606,0.9267358,0.96835136,0.82090056,0.94417685,0.8374206,0.9659317,0.9433998
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_020.mp4,case1_original,kakao_high,runway,1,0.31737337,0.27850202,0.19318543,0.28323588,0.19429137,0.19379501,0.8231863,0.77509457,0.2923711,0.28343418,0.24006122,0.35583088,0.39640403,0.41713792,0.28681803,0.9673795,0.9197147,0.9459013,0.7050748,0.8625254,0.75770473,0.7995206,0.8610131,0.799638,0.8891926,0.12137298,0.90337944,0.69233006,0.6982266,0.9113377
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_021.mp4,case1_original,kakao_high,runway,1,0.3551596,0.392657,0.17175469,0.28522262,0.20673387,0.19216008,0.8322026,0.7680815,0.33738086,0.3193071,0.4414924,0.53786075,0.47487468,0.6103373,0.48956448,0.87763417,0.93698055,0.98609793,0.8583034,0.9411153,0.9588471,0.8209724,0.8498466,0.74442416,0.8367797,0.043002646,0.8413048,0.5144918,0.5454522,0.8406518
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_022.mp4,case1_original,kakao_high,runway,1,0.2589814,0.26459584,0.21555708,0.25330648,0.14432968,0.19098796,0.5962054,0.88771665,0.36311033,0.3732331,0.07097702,0.38670555,0.24287842,0.17745423,0.12410681,0.7506442,0.91228,0.971537,0.6820842,0.87488115,0.8747742,0.8131271,0.7831604,0.72438306,0.5452857,0.07758752,0.9081302,0.6727081,0.94122344,0.91383046
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_023.mp4,case1_original,kakao_high,runway,1,0.24949294,0.15165493,0.1504028,0.2580454,0.23908274,0.18473075,0.8981429,0.64240444,0.62539524,0.19993211,0.31747916,0.24992749,0.16013464,0.364383,0.63157296,0.9974039,0.9576754,0.9971827,0.9159218,0.9868787,0.9955403,0.99344844,0.9776499,0.8846884,0.96521765,0.9670076,0.9722044,0.9371533,0.99038494,0.9462997
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_024.mp4,case1_original,kakao_high,runway,1,0.34814632,0.19868535,0.22392815,0.4013945,0.26265267,0.18624303,0.8345418,0.867092,0.6489114,0.2732349,0.55811626,0.4143063,0.6200754,0.65588725,0.9263037,0.9982317,0.93941504,0.9907499,0.9505489,0.97298527,0.9839091,0.9591543,0.9675638,0.90582335,0.9613528,0.12090511,0.91121924,0.91413754,0.9899671,0.863334
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_025.mp4,case1_original,kakao_high,runway,1,0.35153365,0.18140818,0.25256836,0.36985546,0.1989965,0.18546724,0.8118998,0.8155265,0.57399184,0.28502354,0.59018886,0.4416429,0.5622366,0.7498665,0.9013577,0.99801993,0.87514824,0.9939261,0.89005554,0.99297464,0.9978258,0.9906961,0.97494066,0.95331854,0.9791357,0.066629894,0.8707622,0.9146726,0.98340684,0.82664186
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_026.mp4,case1_original,kakao_high,runway,1,0.26189688,0.18133569,0.32348695,0.29462072,0.27488634,0.18757874,0.86499614,0.8100285,0.48592368,0.38024104,0.55832696,0.28577045,0.025443858,0.11566073,0.915903,0.8662457,0.8047131,0.95230865,0.50317377,0.53661644,0.9436599,0.8733229,0.7648477,0.7692103,0.80312794,0.031708598,0.18922128,0.289874,0.7722302,0.8998277
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_027.mp4,case1_original,kakao_high,runway,1,0.18082884,0.2222778,0.2702996,0.27381703,0.10828321,0.18810017,0.8077641,0.70581037,0.81961375,0.1979091,0.4190535,0.4701284,0.11047115,0.34324542,0.39981166,0.55145293,0.8589554,0.8347439,0.5297804,0.5654487,0.6930576,0.76091725,0.56154543,0.5561623,0.54704064,0.034229323,0.36999774,0.2491274,0.30120787,0.58096135
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_028.mp4,case1_original,kakao_high,runway,1,0.25729826,0.26208568,0.28651848,0.27338037,0.19954187,0.1928812,0.8560318,0.86759764,0.9261035,0.3525082,0.7195807,0.3374491,0.20898496,0.45491102,0.67033863,0.77466863,0.8772141,0.9091436,0.84695786,0.84619683,0.85669243,0.8624676,0.6799761,0.7743702,0.79246426,0.14080818,0.53588694,0.65459114,0.9379537,0.7797414
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\runway\kakao_high\fake_runway_029.mp4,case1_original,kakao_high,runway,1,0.38312188,0.2508669,0.28716773,0.24278864,0.2942657,0.1968648,0.78030694,0.8754147,0.9470147,0.44034895,0.790692,0.31111282,0.117217995,0.6751224,0.61566573,0.9731898,0.90312344,0.99455196,0.8410439,0.92441523,0.98551035,0.80259424,0.98370695,0.913368,0.72617084,0.98178816,0.91102153,0.9181873,0.9921233,0.926769
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_002.mp4,case1_original,kakao_high,svd,1,0.39960662,0.55208695,0.29838914,0.47997972,0.37447613,0.20138097,0.9631613,0.91212356,0.33155248,0.7954198,0.9755304,0.7663811,0.98922324,0.9753666,0.970771,0.9986223,0.98749614,0.99648935,0.9819619,0.87647593,0.9965233,0.99919754,0.99938095,0.9944666,0.9924666,0.7496374,0.9368073,0.8726732,0.8900078,0.9617499
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_007.mp4,case1_original,kakao_high,svd,1,0.10212547,0.1595445,0.11992252,0.1115796,0.085327424,0.18502508,0.04694293,0.1666076,0.11235639,0.06681233,0.0472937,0.013197362,0.009559399,0.05775844,0.007673307,0.12268078,0.035277545,5.3700678e-05,0.00064368563,0.000254147,0.026006782,0.12273334,0.019456577,0.0008199321,2.350365e-06,0.0031297363,0.003135836,0.024633382,0.002364263,0.0058767376
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_008.mp4,case1_original,kakao_high,svd,1,0.28373176,0.39989954,0.20110628,0.23872763,0.18126321,0.20797776,0.9739809,0.9344251,0.97702265,0.51022196,0.9813286,0.9962419,0.9694979,0.96395,0.9670699,0.9320215,0.9867517,0.9956091,0.94018847,0.41421098,0.9140609,0.99693066,0.9749646,0.9843514,0.9227264,0.87589324,0.86223567,0.2319185,0.94762397,0.9456007
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_009.mp4,case1_original,kakao_high,svd,1,0.27771777,0.1651887,0.119665086,0.10356716,0.20914644,0.19594003,0.15533455,0.35717502,0.050051305,0.10374863,0.5264949,0.021698099,0.21052276,0.25214228,0.26435834,0.9975321,0.9306476,0.9979493,0.96538115,0.6424605,0.9981578,0.992837,0.9980122,0.9917163,0.98613805,0.716417,0.7195807,0.7329265,0.98215127,0.8963875
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_023.mp4,case1_original,kakao_high,svd,1,0.04813677,0.116110966,0.047913533,0.09955773,0.14866412,0.18922128,0.10136684,0.2650355,0.088978484,0.057705317,0.48919848,0.042285025,0.89029425,0.64527357,0.7482143,0.9725193,0.9631959,0.99966073,0.95934516,0.30848965,0.9969957,0.9801103,0.9990434,0.9954615,0.9947084,0.9457512,0.85452086,0.9014011,0.9944126,0.9570777
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_024.mp4,case1_original,kakao_high,svd,1,0.091220066,0.36900237,0.070751965,0.0930168,0.2569252,0.19402398,0.88311,0.8626412,0.37579593,0.60763407,0.98262435,0.78036976,0.9894499,0.9537512,0.99671423,0.99946636,0.9873018,0.99971086,0.8490348,0.9842306,0.9889492,0.9944126,0.9970879,0.99545276,0.9957437,0.9932156,0.9505489,0.88463855,0.9911868,0.7896395
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_027.mp4,case1_original,kakao_high,svd,1,0.41205692,0.47297254,0.3462649,0.23926045,0.37602147,0.20422284,0.82824534,0.8840893,0.9753196,0.6641865,0.9284088,0.9527942,0.9857729,0.82254577,0.9989556,0.9765801,0.9625677,0.9900636,0.8762642,0.736211,0.9142142,0.883588,0.96641046,0.9235579,0.99003476,0.4352713,0.44795078,0.18728128,0.9535353,0.238107
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_029.mp4,case1_original,kakao_high,svd,1,0.18735561,0.16491956,0.2894721,0.2738656,0.091301054,0.18473075,0.39509407,0.7852262,0.35583782,0.11124121,0.642853,0.019069158,0.85003346,0.66858953,0.3450501,0.68757755,0.30897158,0.92792046,0.60888475,0.014672034,0.5875438,0.13718532,0.5108206,0.81812,0.83250916,0.0029926652,0.52032876,0.23970512,0.9096265,0.08953418
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_036.mp4,case1_original,kakao_high,svd,1,0.36506048,0.42209515,0.41022456,0.27072114,0.31991765,0.1944443,0.7421327,0.33209378,0.08247537,0.11956225,0.5134245,0.42835295,0.07152631,0.44625342,0.06276048,0.7530129,0.6966811,0.12635334,0.45132652,0.019531237,0.6644859,0.30136207,0.06530615,0.01468616,0.0012497094,0.0033700461,0.0020269002,0.014842418,0.0021074724,0.0053640567
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_041.mp4,case1_original,kakao_high,svd,1,0.11843607,0.31410313,0.15272598,0.115910664,0.14854056,0.18963361,0.15450352,0.25921574,0.15071502,0.10627248,0.0575992,0.019437952,0.03021459,0.073563054,0.024469672,0.5003662,0.5390742,0.8955684,0.55579686,0.09334688,0.93599313,0.9500878,0.8583628,0.9336126,0.84812504,0.48100433,0.958187,0.7251137,0.3975144,0.6689884
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_051.mp4,case1_original,kakao_high,svd,1,0.26034245,0.29320207,0.22686929,0.4538518,0.22143485,0.19326153,0.9803562,0.93385434,0.9969957,0.800614,0.9990545,0.9784671,0.9958418,0.9932156,0.9985896,0.99865156,0.8889517,0.99911696,0.8656222,0.46213925,0.9899087,0.99396133,0.9797259,0.9935369,0.93549395,0.5370717,0.8494724,0.7693403,0.9759923,0.8079915
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_056.mp4,case1_original,kakao_high,svd,1,0.13724312,0.1698185,0.15616924,0.11981951,0.27425417,0.18498828,0.2635994,0.29831246,0.19498022,0.13828714,0.36624965,0.007823465,0.1036125,0.2760802,0.039342504,0.9715909,0.87472075,0.9956937,0.9422947,0.16033176,0.753376,0.98833525,0.96415305,0.96360916,0.9714559,0.14688088,0.7934263,0.57760334,0.82275945,0.4961091
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_057.mp4,case1_original,kakao_high,svd,1,0.30002728,0.3892563,0.26010746,0.16742276,0.1501534,0.19410035,0.15285237,0.5333215,0.2979421,0.12474517,0.5486886,0.13500383,0.7666869,0.6679062,0.18408814,0.9987649,0.94829834,0.99995697,0.971537,0.858837,0.99369794,0.9595731,0.9941347,0.9931496,0.9695556,0.98283976,0.95589906,0.9433476,0.99268264,0.9519527
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_058.mp4,case1_original,kakao_high,svd,1,0.11976801,0.24594428,0.19698063,0.085709274,0.16599831,0.20307463,0.5243338,0.33845967,0.41313675,0.3919004,0.9932156,0.91161346,0.9905143,0.8869111,0.98920244,0.8889517,0.88089955,0.80746067,0.4106972,0.03967603,0.87174803,0.8215457,0.5911831,0.93033177,0.49127284,0.9693822,0.9494355,0.85262895,0.9594972,0.8921404
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_060.mp4,case1_original,kakao_high,svd,1,0.41725665,0.30528295,0.20971236,0.46371746,0.18337418,0.2046199,0.93379396,0.67405045,0.31989107,0.36170003,0.98522884,0.17465648,0.88543355,0.9512329,0.89309984,0.9944343,0.78576094,0.8969756,0.93746895,0.013996084,0.9935369,0.96354055,0.95068645,0.7231384,0.74418026,0.53263783,0.84325075,0.880232,0.9730365,0.8655654
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_063.mp4,case1_original,kakao_high,svd,1,0.47160727,0.26502362,0.2971639,0.335623,0.29456997,0.19628645,0.46397552,0.59998333,0.18513554,0.90747637,0.95154905,0.0036216853,0.5483712,0.6654106,0.12554704,0.97792566,0.8725104,0.9971771,0.8766872,0.007710576,0.93674946,0.9942363,0.9746045,0.9643886,0.78365755,0.33382893,0.9678385,0.78282857,0.503601,0.7251137
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_071.mp4,case1_original,kakao_high,svd,1,0.2802715,0.3203959,0.16238002,0.2244802,0.069985375,0.1922738,0.9705485,0.8152325,0.6979178,0.57172173,0.9191359,0.9594213,0.9766024,0.9075173,0.9340651,0.9789755,0.9101469,0.99002504,0.85427785,0.56010604,0.9337335,0.98735064,0.99381906,0.8741309,0.9539232,0.12651514,0.9828068,0.926769,0.4136585,0.95911604
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_072.mp4,case1_original,kakao_high,svd,1,0.22405547,0.26133093,0.30652705,0.24598955,0.21141683,0.19926904,0.90825236,0.5020752,0.24762337,0.25991955,0.9513234,0.47122324,0.9954704,0.9357587,0.7526949,0.97423947,0.9056566,0.99885535,0.8823265,0.034684174,0.92043275,0.9935993,0.9944666,0.97344345,0.94427973,0.26137808,0.91490096,0.7363532,0.76260096,0.86350673
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_088.mp4,case1_original,kakao_high,svd,1,0.16988735,0.18668744,0.1595445,0.13540348,0.3110082,0.20307463,0.5026245,0.6409168,0.53306323,0.14688088,0.75201255,0.1229438,0.33469814,0.3880164,0.48527953,4.64744e-05,0.0085278,0.20521656,0.009259051,0.0009927261,0.17518502,0.24242975,0.022499971,0.008339973,0.008924761,0.0017511967,0.0023413405,0.011664719,0.0012968953,0.0018602987
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_108.mp4,case1_original,kakao_high,svd,1,0.36373162,0.46356568,0.43564638,0.44390175,0.44979855,0.2039056,0.5654337,0.50799495,0.8275496,0.21543325,0.9868281,0.7718435,0.8837637,0.8620035,0.99108386,0.90200704,0.89005554,0.99476975,0.86025184,0.07162365,0.9167827,0.9943031,0.9604726,0.97339284,0.9649544,0.9530133,0.6378207,0.39035964,0.9231778,0.11328496
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_109.mp4,case1_original,kakao_high,svd,1,0.21917035,0.07867777,0.11230769,0.22253114,0.09334688,0.20055768,0.5231463,0.40672943,0.40895522,0.23126683,0.94994867,0.089653656,0.6013302,0.91920847,0.9300146,0.60349375,0.03465149,0.85542893,0.21725446,0.0009146137,0.40973917,0.20307463,0.19452079,0.09942648,0.012205902,0.0030515103,0.008644178,0.014856703,0.008745182,0.023916386
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_115.mp4,case1_original,kakao_high,svd,1,0.22397058,0.18119076,0.1979091,0.15895613,0.29244372,0.19997117,0.34989363,0.83393407,0.12501195,0.43315706,0.89872205,0.022737447,0.89706576,0.8615673,0.09553916,0.97917557,0.9348725,0.99704784,0.8821743,0.49557507,0.9546474,0.9939964,0.9593071,0.98134655,0.9772842,0.21506213,0.8866169,0.5159781,0.9761519,0.31250113
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_130.mp4,case1_original,kakao_high,svd,1,0.18528292,0.25100458,0.1302301,0.2069742,0.23326942,0.20059682,0.7834815,0.7070508,0.32812566,0.23581159,0.92590266,0.7031419,0.9540518,0.9320215,0.99924016,0.99757034,0.9427181,0.9731898,0.97068775,0.16357899,0.98403233,0.98197925,0.9315248,0.9806178,0.9596487,0.65536356,0.92007446,0.8637942,0.98292196,0.9216402
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_140.mp4,case1_original,kakao_high,svd,1,0.37062395,0.24735057,0.2737685,0.25729826,0.19993211,0.20354918,0.828627,0.6445468,0.6965263,0.55765706,0.920218,0.04111437,0.82976806,0.90303797,0.6278122,0.9833589,0.88257974,0.91228,0.97331697,0.87375444,0.9749169,0.90337944,0.9824568,0.9320833,0.95822614,0.07899691,0.5639184,0.6532237,0.17300858,0.5841525
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_144.mp4,case1_original,kakao_high,svd,1,0.13167487,0.2148561,0.31441882,0.22533137,0.16411416,0.19617093,0.5165888,0.43062615,0.25183168,0.2060141,0.92482364,0.10123348,0.9868281,0.34669337,0.86223567,0.9991391,0.92064714,0.9990169,0.8794577,0.6816473,0.9814,0.98886347,0.98761624,0.98791134,0.98840266,0.88543355,0.93851966,0.9333094,0.9953181,0.870322
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_152.mp4,case1_original,kakao_high,svd,1,0.10818895,0.411909,0.20585442,0.11930549,0.15597628,0.19364248,0.8060142,0.89270294,0.12069768,0.29690903,0.7706806,0.2614252,0.32410172,0.33710805,0.4843191,0.99083894,0.89951926,0.99495924,0.94781744,0.94266534,0.9620719,0.5875438,0.9502727,0.76220286,0.80999094,0.9324533,0.93077356,0.90657043,0.99228936,0.9363432
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_154.mp4,case1_original,kakao_high,svd,1,0.19651763,0.3006429,0.2698063,0.19513355,0.22109832,0.20240377,0.5256884,0.6802019,0.1170665,0.32586905,0.4760278,0.75608754,0.93463427,0.94539934,0.72095805,0.99897385,0.98018634,0.9993988,0.9675945,0.26100117,0.9417078,0.9579909,0.9991912,0.9876639,0.9867133,0.8230441,0.9662516,0.69136715,0.7541463,0.96381396
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_157.mp4,case1_original,kakao_high,svd,1,0.2110914,0.30954528,0.2637416,0.34820172,0.27014312,0.1912144,0.2184192,0.35195115,0.34903336,0.18403316,0.76091725,0.03374837,0.11250255,0.5281684,0.47954938,0.9852004,0.90540594,0.9889492,0.9455505,0.24589899,0.8435088,0.8694377,0.97428846,0.9300146,0.5857233,0.17349817,0.7902877,0.6733259,0.5884317,0.76951355
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_163.mp4,case1_original,kakao_high,svd,1,0.36795136,0.30440342,0.28487435,0.2971639,0.2683658,0.19806418,0.96203625,0.8736466,0.880797,0.30787802,0.70995003,0.5721551,0.7152251,0.6761657,0.5095508,0.9263704,0.921145,0.9950177,0.8273404,0.93136895,0.9570375,0.9988167,0.9890976,0.8236123,0.99575186,0.9642206,0.9418684,0.83011264,0.99271095,0.91573364
C:\Users\leejy\Desktop\test_experiment\dataset\test\case1_original\fake\svd\kakao_high\fake_svd_164.mp4,case1_original,kakao_high,svd,1,0.32993123,0.23204899,0.1930713,0.23669264,0.17490298,0.19628645,0.18557793,0.40930933,0.16694687,0.12215622,0.44427845,0.01227675,0.111627996,0.3714786,0.10248422,0.9984238,0.9842306,0.99999464,0.93596387,0.9409528,0.9997913,0.9846199,0.9987649,0.9985421,0.9734938,0.96323055,0.9302051,0.92847365,0.967101,0.9537082
C:\Users\leejy\Desktop\test_experiment\dataset\test\case4_mixed\real\original\00001.mp4,case4_mixed,original,real,0,0.3888791,0.4110961,0.24059613,0.37313315,0.30264866,0.19671044,0.6896976,0.8017807,0.1437277,0.65573573,0.16424817,0.032558974,0.18821205,0.83131427,0.27735066,0.88592786,0.941493,0.93448484,0.70556957,0.020804489,0.71203196,0.9809491,0.8362205,0.746555,0.49685675,0.1111447,0.92482364,0.2426989,0.08064662,0.7974779
C:\Users\leejy\Desktop\test_experiment\dataset\test\case4_mixed\real\original\00006.mp4,case4_mixed,original,real,0,0.21452682,0.21592887,0.22114037,0.17981844,0.15084007,0.1877276,0.11651246,0.47085828,0.13805456,0.12331283,0.3511998,0.038610928,0.042166542,0.2844766,0.028625505,0.99040353,0.93463427,0.98998636,0.9743861,0.010944578,0.9787127,0.9921841,0.99785525,0.9681712,0.9801673,0.56517875,0.95783347,0.8874487,0.7291342,0.9310248
